Date,Open,High,Low,Close,Adj Close,Volume
1991-02-01,0.495536,0.555804,0.488839,0.511161,0.410412,5545780800
1991-03-01,0.508929,0.627232,0.508929,0.607143,0.488502,5210598400
1991-04-01,0.607143,0.654018,0.486607,0.491071,0.395111,7243051200
1991-05-01,0.428571,0.479911,0.392857,0.419643,0.337641,7972843200
1991-06-01,0.419643,0.441964,0.359375,0.370536,0.298893,4091662400
1991-07-01,0.377232,0.430804,0.372768,0.412946,0.333103,3783494400
1991-08-01,0.410714,0.495536,0.408482,0.473214,0.381718,4172649600
1991-09-01,0.470982,0.477679,0.415179,0.441964,0.357315,2393070400
1991-10-01,0.439732,0.502232,0.415179,0.459821,0.371752,3593990400
1991-11-01,0.457589,0.493304,0.424107,0.453125,0.366338,3696033600
1991-12-01,0.453125,0.517857,0.433036,0.503348,0.407921,2607169600
1992-01-01,0.497768,0.616071,0.495536,0.578125,0.468521,4703160000
1992-02-01,0.578125,0.625000,0.551339,0.602679,0.488420,2534996800
1992-03-01,0.604911,0.611607,0.515625,0.520089,0.422276,2985662400
1992-04-01,0.511161,0.546875,0.473214,0.536830,0.435869,3931390400
1992-05-01,0.535714,0.564732,0.520089,0.533482,0.433151,2703724800
1992-06-01,0.511161,0.531250,0.381696,0.428571,0.347970,4851683200
1992-07-01,0.428571,0.441964,0.388393,0.417411,0.339591,3632809600
1992-08-01,0.417411,0.421875,0.370536,0.410714,0.334142,2746531200
1992-09-01,0.412946,0.446429,0.390625,0.402902,0.328668,3055662400
1992-10-01,0.399554,0.482143,0.370536,0.468750,0.382383,3531427200
1992-11-01,0.468750,0.531250,0.459821,0.513393,0.418801,3126547200
1992-12-01,0.511161,0.546875,0.486607,0.533482,0.436114,3334318400
1993-01-01,0.531250,0.582589,0.511161,0.531250,0.434290,5542264000
1993-02-01,0.529018,0.549107,0.459821,0.473214,0.386846,4651281600
1993-03-01,0.473214,0.515625,0.448661,0.459821,0.376717,3661526400
1993-04-01,0.457589,0.468750,0.417411,0.457589,0.374889,3914411200
1993-05-01,0.457589,0.527902,0.455357,0.505580,0.414206,3200545600
1993-06-01,0.504464,0.520089,0.343750,0.352679,0.289543,7674396800
1993-07-01,0.348214,0.354911,0.227679,0.247768,0.203413,7142912000
1993-08-01,0.252232,0.274554,0.231027,0.236607,0.194250,3683164800
1993-09-01,0.236607,0.241071,0.205357,0.208705,0.172097,3668022400
1993-10-01,0.203125,0.287946,0.196429,0.274554,0.226396,5905323200
1993-11-01,0.274554,0.312500,0.265625,0.281250,0.231917,3452108800
1993-12-01,0.285714,0.290179,0.236607,0.261161,0.216126,3956971200
1994-01-01,0.263393,0.314732,0.256696,0.292411,0.241987,7332035200
1994-02-01,0.294643,0.341518,0.287946,0.325893,0.269695,4284459200
1994-03-01,0.328125,0.343750,0.281250,0.296875,0.246564,5257985600
1994-04-01,0.287946,0.305804,0.241071,0.267857,0.222464,4042136000
1994-05-01,0.267857,0.301339,0.254464,0.261161,0.216903,3361657600
1994-06-01,0.254464,0.255580,0.219866,0.236607,0.197286,4671788800
1994-07-01,0.235491,0.303571,0.226563,0.300781,0.250795,4848065600
1994-08-01,0.300223,0.333705,0.286830,0.323103,0.269407,4574897600
1994-09-01,0.315848,0.332589,0.297991,0.300781,0.251663,3232644800
1994-10-01,0.300223,0.390625,0.290179,0.385603,0.322634,7713484800
1994-11-01,0.382813,0.388253,0.324777,0.332589,0.278277,4048945600
1994-12-01,0.330357,0.356027,0.310268,0.348214,0.292227,3787795200
1995-01-01,0.347098,0.429129,0.338170,0.360491,0.302530,8162100800
1995-02-01,0.363839,0.397321,0.339286,0.352679,0.295974,5299347200
1995-03-01,0.354911,0.363839,0.302455,0.314732,0.264854,6997144000
1995-04-01,0.316964,0.353795,0.300223,0.341518,0.287395,5674300800
1995-05-01,0.341518,0.396205,0.334821,0.371094,0.312284,6384672000
1995-06-01,0.373884,0.447545,0.370536,0.414621,0.349881,5521947200
1995-07-01,0.415179,0.445313,0.383929,0.401786,0.339050,5699579200
1995-08-01,0.400670,0.412946,0.373884,0.383929,0.323981,5292918400
1995-09-01,0.383929,0.406250,0.310268,0.332589,0.281424,7311483200
1995-10-01,0.337054,0.353237,0.300223,0.324219,0.274341,6498508800
1995-11-01,0.327009,0.379464,0.316964,0.340402,0.288035,4864294400
1995-12-01,0.339286,0.358259,0.282366,0.284598,0.241566,6560243200
1996-01-01,0.287946,0.316964,0.239816,0.246652,0.209357,10300214400
1996-02-01,0.245536,0.270089,0.243304,0.245536,0.208410,4652099200
1996-03-01,0.246652,0.246652,0.205357,0.219308,0.186148,3346750400
1996-04-01,0.224330,0.236607,0.212054,0.217634,0.184727,2867076800
1996-05-01,0.217634,0.257813,0.209821,0.233259,0.197989,3603902400
1996-06-01,0.231027,0.232143,0.175223,0.187500,0.159149,4673939200
1996-07-01,0.188616,0.203125,0.142857,0.196429,0.166728,4803489600
1996-08-01,0.196429,0.223214,0.185268,0.216518,0.183780,3187374400
1996-09-01,0.215402,0.219866,0.180804,0.198103,0.168149,3213548800
1996-10-01,0.196429,0.247768,0.196429,0.205357,0.174306,5816977600
1996-11-01,0.208705,0.235491,0.206473,0.215402,0.182832,2581364800
1996-12-01,0.215402,0.227679,0.185268,0.186384,0.158202,4147483200
1997-01-01,0.188616,0.198661,0.147321,0.148438,0.125994,9072739200
1997-02-01,0.150670,0.159598,0.135045,0.145089,0.123151,4574169600
1997-03-01,0.147321,0.172991,0.141741,0.162946,0.138308,4502243200
1997-04-01,0.157366,0.177455,0.149554,0.151786,0.128835,3809724800
1997-05-01,0.150670,0.160714,0.146205,0.148438,0.125994,2292707200
1997-06-01,0.151786,0.152902,0.125000,0.127232,0.107994,2572304000
1997-07-01,0.124442,0.161830,0.113839,0.156250,0.132624,6782372800
1997-08-01,0.157366,0.263951,0.156808,0.194196,0.164833,17675705600
1997-09-01,0.196429,0.207589,0.187500,0.193638,0.164359,3606075200
1997-10-01,0.193638,0.220982,0.141741,0.152065,0.129072,6430043200
1997-11-01,0.156808,0.191964,0.150670,0.158482,0.134519,5547483200
1997-12-01,0.157924,0.160156,0.113839,0.117188,0.099469,5097792000
1998-01-01,0.121652,0.178571,0.120536,0.163504,0.138782,10211577600
1998-02-01,0.165179,0.213170,0.155134,0.210938,0.179043,7354166400
1998-03-01,0.210379,0.250000,0.193080,0.245536,0.208410,10625977600
1998-04-01,0.244978,0.264509,0.220424,0.244420,0.207463,8081886400
1998-05-01,0.245536,0.282366,0.228795,0.237723,0.201778,6803339200
1998-06-01,0.236607,0.258929,0.228795,0.256138,0.217409,3909841600
1998-07-01,0.257813,0.340402,0.254464,0.309152,0.262407,10927660800
1998-08-01,0.305804,0.390625,0.276786,0.278460,0.236356,13220872000
1998-09-01,0.280134,0.358817,0.273438,0.340402,0.288932,8080318400
1998-10-01,0.328125,0.368862,0.254464,0.331473,0.281353,12930926400
1998-11-01,0.334821,0.351563,0.283482,0.285156,0.242039,10123523200
1998-12-01,0.285714,0.370536,0.282366,0.365513,0.310246,12924105600
1999-01-01,0.376116,0.422433,0.330915,0.367746,0.312142,15127403200
1999-02-01,0.372210,0.374442,0.308036,0.310826,0.263828,8116516800
1999-03-01,0.310826,0.331473,0.285714,0.320871,0.272354,9951995200
1999-04-01,0.321987,0.420759,0.299107,0.410714,0.348613,15888969600
1999-05-01,0.411272,0.446429,0.365513,0.393415,0.333929,8908905600
1999-06-01,0.401786,0.437500,0.375558,0.413504,0.350981,6918620800
1999-07-01,0.413504,0.505580,0.403460,0.497210,0.422030,11466582400
1999-08-01,0.496652,0.588170,0.465402,0.582589,0.494500,9244603200
1999-09-01,0.598214,0.715402,0.512835,0.565290,0.479816,18967468800
1999-10-01,0.554688,0.723772,0.531250,0.715402,0.607231,14468496000
1999-11-01,0.714286,0.926339,0.690290,0.873884,0.741750,8624929600
1999-12-01,0.901786,1.053571,0.813058,0.917969,0.779169,9418214400
2000-01-01,0.936384,1.084821,0.772321,0.926339,0.786273,12555177600
2000-02-01,0.928571,1.070871,0.866071,1.023438,0.868691,7319782400
2000-03-01,1.058594,1.342634,1.017857,1.212612,1.029261,8698356800
2000-04-01,1.209821,1.245536,0.936384,1.107701,0.940212,8662404800
2000-05-01,1.114955,1.127232,0.729911,0.750000,0.636597,9807750400
2000-06-01,0.729911,1.029018,0.717634,0.935268,0.793852,8105204800
2000-07-01,0.930804,1.082589,0.837054,0.907366,0.770169,5746770400
2000-08-01,0.898438,1.098214,0.790179,1.088170,0.923635,5636086400
2000-09-01,1.094866,1.145089,0.453125,0.459821,0.390294,14516930400
2000-10-01,0.476563,0.477679,0.312500,0.349330,0.296510,21905788800
2000-11-01,0.347098,0.410714,0.287946,0.294643,0.250092,8488373600
2000-12-01,0.303571,0.312500,0.243304,0.265625,0.225462,8858970400
2001-01-01,0.265625,0.401786,0.257813,0.386161,0.327772,13709460800
2001-02-01,0.369420,0.391741,0.321429,0.325893,0.276617,7023766400
2001-03-01,0.318080,0.424107,0.306920,0.394107,0.334517,10799062400
2001-04-01,0.394464,0.484286,0.334821,0.455179,0.386354,11158991200
2001-05-01,0.453750,0.476786,0.344643,0.356250,0.302384,7468434400
2001-06-01,0.359464,0.448214,0.345536,0.415179,0.352403,7638265600
2001-07-01,0.422143,0.450357,0.318750,0.335536,0.284802,8655102400
2001-08-01,0.339464,0.355357,0.308571,0.331250,0.281164,5129359200
2001-09-01,0.330357,0.340714,0.262143,0.276964,0.235086,5531523200
2001-10-01,0.276607,0.346786,0.264821,0.313571,0.266158,7544247200
2001-11-01,0.315179,0.384821,0.308036,0.380357,0.322846,5369744800
2001-12-01,0.376071,0.429107,0.358750,0.391071,0.331940,4629839200
2002-01-01,0.393750,0.441607,0.361607,0.441429,0.374683,8515376800
2002-02-01,0.434643,0.463929,0.373929,0.387500,0.328909,7837424000
2002-03-01,0.391607,0.451786,0.389643,0.422679,0.358768,5318583200
2002-04-01,0.417500,0.467321,0.410714,0.433393,0.367862,6422836000
2002-05-01,0.433750,0.463929,0.395357,0.416071,0.353160,5976157600
2002-06-01,0.417679,0.418750,0.285357,0.316429,0.268584,8708016800
2002-07-01,0.316250,0.335536,0.246429,0.272500,0.231297,8118415200
2002-08-01,0.269821,0.290179,0.249464,0.263393,0.223567,5151686400
2002-09-01,0.258750,0.271250,0.250893,0.258929,0.219778,5291837600
2002-10-01,0.260536,0.293571,0.238571,0.286964,0.243574,6611432800
2002-11-01,0.284643,0.310357,0.268036,0.276786,0.234935,4531721600
2002-12-01,0.283929,0.287500,0.246071,0.255893,0.217201,4530439200
2003-01-01,0.256429,0.274643,0.242143,0.256429,0.217656,6045832800
2003-02-01,0.257321,0.273214,0.246429,0.268036,0.227508,4114303200
2003-03-01,0.268036,0.270714,0.250714,0.252500,0.214321,4028404800
2003-04-01,0.253571,0.266964,0.227143,0.253929,0.215534,7775342400
2003-05-01,0.254464,0.339464,0.250000,0.320536,0.272070,10811544800
2003-06-01,0.323214,0.351607,0.296964,0.340357,0.288894,6113335200
2003-07-01,0.336964,0.385179,0.330536,0.376429,0.319512,5218270400
2003-08-01,0.375000,0.408036,0.346786,0.403750,0.342702,4307564800
2003-09-01,0.404643,0.416429,0.359821,0.370000,0.314055,5347484800
2003-10-01,0.369821,0.446607,0.360536,0.408750,0.346946,7040191200
2003-11-01,0.407679,0.416071,0.354464,0.373393,0.316935,4974104800
2003-12-01,0.375714,0.391071,0.343750,0.381607,0.323907,5453873600
2004-01-01,0.384821,0.443571,0.378214,0.402857,0.341944,7927802400
2004-02-01,0.401071,0.430357,0.387500,0.427143,0.362558,4922030400
2004-03-01,0.430357,0.502500,0.421429,0.482857,0.409847,11626115200
2004-04-01,0.480179,0.528214,0.455179,0.460357,0.390750,8930174400
2004-05-01,0.464286,0.513929,0.455357,0.501071,0.425307,5304275200
2004-06-01,0.496250,0.610536,0.493036,0.581071,0.493211,8227234400
2004-07-01,0.573214,0.600536,0.513214,0.577500,0.490180,9696579200
2004-08-01,0.556786,0.628214,0.530357,0.615893,0.522768,8011365600
2004-09-01,0.612500,0.701250,0.610536,0.691964,0.587337,7673506400
2004-10-01,0.698571,0.950000,0.672321,0.935714,0.794231,16094366400
2004-11-01,0.937500,1.242321,0.929286,1.197321,1.016282,17439604000
2004-12-01,1.210536,1.213393,1.100000,1.150000,0.976116,15948615200
2005-01-01,1.156786,1.390893,1.117857,1.373214,1.165579,25708244800
2005-02-01,1.375893,1.622857,1.367500,1.602143,1.359894,21448946400
2005-03-01,1.606786,1.611071,1.386786,1.488214,1.263191,14675920000
2005-04-01,1.503214,1.587500,1.214286,1.287857,1.093129,19375518400
2005-05-01,1.293214,1.462143,1.182500,1.420000,1.205291,12858294400
2005-06-01,1.424643,1.455714,1.268571,1.314643,1.115864,11327195600
2005-07-01,1.315357,1.585000,1.296071,1.523214,1.292899,10094246400
2005-08-01,1.520357,1.726071,1.500714,1.674643,1.421431,9400806800
2005-09-01,1.678571,1.948571,1.646071,1.914643,1.625142,12347770400
2005-10-01,1.934286,2.070714,1.709643,2.056786,1.745793,18643447200
2005-11-01,2.044286,2.538214,2.031071,2.422143,2.055906,13456427600
2005-12-01,2.462500,2.695000,2.457500,2.567500,2.179286,13064164400
2006-01-01,2.585000,3.085714,2.531071,2.696786,2.289022,21878371200
2006-02-01,2.676786,2.730714,2.246429,2.446071,2.076217,18760697200
2006-03-01,2.458571,2.499643,2.059643,2.240000,1.901304,23192632400
2006-04-01,2.273929,2.573214,2.180357,2.513929,2.133814,20119282400
2006-05-01,2.527500,2.635714,2.096071,2.134643,1.811878,15608779200
2006-06-01,2.137500,2.253571,1.978929,2.045357,1.736092,17936623600
2006-07-01,2.054286,2.451071,1.791429,2.427143,2.060151,17479742000
2006-08-01,2.400714,2.500000,2.235000,2.423214,2.056815,17887646000
2006-09-01,2.445714,2.777857,2.422143,2.749286,2.333585,17721558400
2006-10-01,2.682143,2.950000,2.592857,2.895714,2.457871,14387956800
2006-11-01,2.896429,3.327143,2.778214,3.273571,2.778595,13834884000
2006-12-01,3.278571,3.297500,2.741786,3.030000,2.571854,16890792800
2007-01-01,3.081786,3.492857,2.925000,3.061786,2.598833,27209781200
2007-02-01,3.079643,3.243214,2.959286,3.021786,2.564881,13722354800
2007-03-01,3.001071,3.458214,2.991071,3.318214,2.816489,15918644000
2007-04-01,3.362143,3.660714,3.200000,3.564286,3.025354,13459740000
2007-05-01,3.556786,4.363214,3.519643,4.328214,3.673774,17365068000
2007-06-01,4.325000,4.557500,4.121429,4.358571,3.699539,23279541600
2007-07-01,4.323214,5.318571,4.260714,4.705714,3.994193,24018573600
2007-08-01,4.772857,4.987500,3.986429,4.945714,4.197905,24360798000
2007-09-01,4.997857,5.535714,4.642857,5.481071,4.652315,20931223600
2007-10-01,5.522500,6.790000,5.461786,6.783929,5.758174,23277791600
2007-11-01,6.735714,6.881429,5.379643,6.507857,5.523844,26199790400
2007-12-01,6.495000,7.248571,6.321071,7.074286,6.004628,17252678800
2008-01-01,7.116786,7.152143,4.505000,4.834286,4.103325,35173888400
2008-02-01,4.865714,4.878214,4.122857,4.465000,3.789876,24865954400
2008-03-01,4.444286,5.205000,4.214286,5.125000,4.350081,22927273600
2008-04-01,5.225000,6.428571,5.128929,6.212500,5.273148,22786982400
2008-05-01,6.248571,6.865714,6.142857,6.741071,5.721799,18588214400
2008-06-01,6.735714,6.783929,5.862500,5.980000,5.075802,19475794800
2008-07-01,5.865357,6.461071,5.233214,5.676786,4.818436,19749760800
2008-08-01,5.710714,6.444643,5.461071,6.054643,5.139160,13085755200
2008-09-01,6.157143,6.196429,3.592500,4.059286,3.445508,24067562400
2008-10-01,3.997143,4.157143,3.035714,3.842500,3.261501,41426711200
2008-11-01,3.783214,3.992500,2.826429,3.309643,2.809214,23619461600
2008-12-01,3.260714,3.700000,3.019643,3.048214,2.587313,20213846800
2009-01-01,3.067143,3.470357,2.792857,3.218929,2.732216,18105740800
2009-02-01,3.182143,3.678571,3.089643,3.189643,2.707357,13867450800
2009-03-01,3.147143,3.927857,2.940357,3.754286,3.186625,15424598000
2009-04-01,3.717500,4.542857,3.710357,4.493929,3.814431,11821681200
2009-05-01,4.492857,4.853571,4.263571,4.850357,4.116966,9457142800
2009-06-01,4.873929,5.228571,4.745714,5.086786,4.317645,12675572000
2009-07-01,5.125000,5.892857,4.800714,5.835357,4.953031,10942136800
2009-08-01,5.900357,6.160357,5.693571,6.007500,5.099145,8165124800
2009-09-01,5.999643,6.746429,5.861071,6.619643,5.618731,9989319200
2009-10-01,6.619643,7.453929,6.453571,6.732143,5.714220,12956176800
2009-11-01,6.778571,7.428571,6.627500,7.139643,6.060106,8454784800
2009-12-01,7.222857,7.641071,6.738571,7.526071,6.388103,11393958800
2010-01-01,7.622500,7.699643,6.794643,6.859286,5.822137,15168994400
2010-02-01,6.870357,7.327500,6.816071,7.307857,6.202884,10776080000
2010-03-01,7.348214,8.481429,7.337500,8.392857,7.123827,12154172800
2010-04-01,8.478929,9.730714,8.312500,9.324643,7.914724,12367129600
2010-05-01,9.422857,9.567143,7.116071,9.174286,7.787103,18082654800
2010-06-01,9.274643,9.964643,8.650000,8.983214,7.624921,16651252800
2010-07-01,9.082143,9.499643,8.557143,9.187500,7.798320,15669704400
2010-08-01,9.301429,9.438571,8.412857,8.682143,7.369371,9589120800
2010-09-01,8.838214,10.526071,8.795714,10.133929,8.601645,11849919200
2010-10-01,10.219643,11.392857,9.920357,10.749286,9.123956,12234577600
2010-11-01,10.793571,11.475000,10.634286,11.112500,9.432251,9508086000
2010-12-01,11.259643,11.666429,11.246071,11.520000,9.778136,6973234800
2011-01-01,11.630000,12.450000,11.601429,12.118571,10.286201,10841535600
2011-02-01,12.189286,13.032143,12.061429,12.614643,10.707265,9295949600
2011-03-01,12.695357,12.916786,11.652143,12.446786,10.564788,11306458800
2011-04-01,12.539643,12.683214,11.434286,12.504643,10.613899,9253829200
2011-05-01,12.490714,12.565357,11.765000,12.422500,10.544176,6912060400
2011-06-01,12.459643,12.576071,11.089286,11.988214,10.175555,9263850400
2011-07-01,11.998214,14.446429,11.935714,13.945714,11.837072,10653946800
2011-08-01,14.206429,14.267857,12.607857,13.743929,11.665800,16142599200
2011-09-01,13.779286,15.102143,13.088571,13.618571,11.559396,11977448000
2011-10-01,13.584643,15.239286,12.651429,14.456429,12.270566,13141427600
2011-11-01,14.193214,14.571429,12.975714,13.650000,11.586072,8963701600
2011-12-01,13.662143,14.610357,13.488571,14.464286,12.277232,6306532400
2012-01-01,14.621429,16.365713,14.607143,16.302856,13.837804,6859854400
2012-02-01,16.371786,19.557501,16.213572,19.372856,16.443615,11368554400
2012-03-01,19.577499,22.194643,18.436428,21.412500,18.174852,15584338000
2012-04-01,21.493929,23.000000,19.821428,20.856428,17.702868,15598990400
2012-05-01,20.889286,21.312857,18.649286,20.633215,17.513401,11106345600
2012-06-01,20.327143,21.071428,19.589287,20.857143,17.703474,7855825600
2012-07-01,20.883215,22.138214,20.357143,21.812857,18.514677,8909650400
2012-08-01,21.996786,24.316786,21.437500,23.758572,20.166189,8276206400
2012-09-01,23.777143,25.181070,23.428572,23.825001,20.309404,9199005200
2012-10-01,23.969999,24.169643,20.989286,21.261429,18.124109,12142830000
2012-11-01,21.365000,21.535713,18.062500,20.902857,17.818447,12929851200
2012-12-01,21.201786,21.235357,17.901072,19.006071,16.275549,12132752800
2013-01-01,19.779285,19.821428,15.535714,16.267500,13.930418,13123423600
2013-02-01,16.396786,17.319286,15.630714,15.764286,13.499501,9344034000
2013-03-01,15.642857,16.783930,14.964286,15.809286,13.616931,9176876800
2013-04-01,15.782143,15.901786,13.753571,15.813571,13.620625,10963489600
2013-05-01,15.873571,16.633928,14.960714,16.061787,13.834419,9447530400
2013-06-01,16.097500,16.229643,13.888214,14.161786,12.278636,7018536000
2013-07-01,14.381786,16.333570,14.329286,16.161785,14.012693,6538114800
2013-08-01,16.276787,18.347857,16.187857,17.400715,15.086876,8058338400
2013-09-01,17.610714,18.139999,15.972143,17.026787,14.860140,8630941200
2013-10-01,17.087500,19.258928,17.081429,18.667856,16.292393,7837732000
2013-11-01,18.715000,19.940357,18.299286,19.859644,17.332523,5225155600
2013-12-01,19.928572,20.540714,19.242857,20.036428,17.588909,7057397200
2014-01-01,19.845715,20.007143,17.626785,17.878571,15.694645,8765954400
2014-02-01,17.950357,19.685356,17.832144,18.794287,16.498497,5880366800
2014-03-01,18.693571,19.607143,18.671785,19.169287,16.928423,5001698800
2014-04-01,19.205713,21.408215,18.261786,21.074642,18.611040,6435060800
2014-05-01,21.142857,23.006071,20.726070,22.607143,19.964401,5735668400
2014-06-01,22.641430,23.762501,22.232143,23.232500,20.631243,4827739200
2014-07-01,23.379999,24.860001,23.142500,23.900000,21.224007,4140344000
2014-08-01,23.725000,25.725000,23.320000,25.625000,22.755861,3748308000
2014-09-01,25.764999,25.934999,24.035000,25.187500,22.478605,6105680000
2014-10-01,25.147499,27.010000,23.795000,27.000000,24.096178,5441120800
2014-11-01,27.055000,29.937500,26.930000,29.732500,26.534788,3281632800
2014-12-01,29.702499,29.812500,26.565001,27.594999,24.733967,4294378400
2015-01-01,27.847500,30.000000,26.157499,29.290001,26.253233,5221053600
2015-02-01,29.512501,33.400002,29.020000,32.115002,28.785337,4546140800
2015-03-01,32.312500,32.570000,30.407499,31.107500,27.992332,4554568400
2015-04-01,31.205000,33.634998,30.775000,31.287500,28.154310,3984542000
2015-05-01,31.525000,33.242500,30.840000,32.570000,29.308369,3816608400
2015-06-01,32.570000,32.847500,31.120001,31.357500,28.335163,3514426800
2015-07-01,31.725000,33.242500,29.805000,30.325001,27.402178,4233122400
2015-08-01,30.375000,30.642500,23.000000,28.190001,25.472961,6427276400
2015-09-01,27.537500,29.222500,26.840000,27.575001,25.030020,4826189200
2015-10-01,27.267500,30.305000,26.827499,29.875000,27.117744,4450048400
2015-11-01,30.200001,30.955000,27.750000,29.575001,26.845430,3002562400
2015-12-01,29.687500,29.965000,26.205000,26.315001,23.988554,3687660800
2016-01-01,25.652500,26.462500,23.097500,24.334999,22.183599,5087392000
2016-02-01,24.117500,24.722500,23.147499,24.172501,22.035467,3243450400
2016-03-01,24.412500,27.605000,24.355000,27.247499,24.973394,2984198400
2016-04-01,27.195000,28.097500,23.127501,23.434999,21.479095,3489534800
2016-05-01,23.492500,25.182501,22.367500,24.965000,22.881399,3602686000
